frame	time	centroid_l	centroid_r	spread_l	spread_r	flux_l	flux_r	flatness_l	flatness_r	rolloff_l	rolloff_r	rms_l	rms_r	peak_l	peak_r
167	6.952653	5685.25	4969.46	5185.51	5126.9	0.00220434	0.00217395	0.442033	0.359705	12058.6	11477.2	-36.842143	-40.659456	-13.754993	-29.933748
168	6.994286	2425.79	4425.67	3883.05	5049.45	0.00342732	0.00306345	0.229453	0.350197	4263.57	10702	-38.789139	-39.127207	-30.414598	-28.673638
169	7.035918	3987.63	4493.01	4876.68	5068.32	0.00368986	0.00232532	0.36497	0.376298	10099.1	10917.3	-36.264619	-40.328513	-14.321659	-32.086101
170	7.077551	7159.53	4796.38	5147.19	5072.64	0.00488821	0.00223801	0.556626	0.333011	13264.5	11132.7	-38.973279	-39.617135	-15.877381	-30.055149
171	7.119184	5277.29	4494.12	5210.88	5042.97	0.00386787	0.00167059	0.454438	0.349088	11520.3	10960.4	-37.609152	-39.698907	-17.453362	-29.929096
172	7.160816	7083.69	5222.12	5142.67	5256.69	0.00284647	0.00256707	0.448504	0.383257	13199.9	11714.1	-39.002999	-42.445706	-15.349238	-30.305203
173	7.202449	6764.57	4601.45	5146.65	5120.49	0.00170483	0.00241357	0.508124	0.342134	13092.2	10938.9	-39.146610	-39.392044	-17.271781	-29.189387
174	7.244082	2791.29	4599.65	4060.2	5132.34	0.00350765	0.00253096	0.254346	0.371617	5706.3	11175.7	-36.848067	-39.073971	-15.607275	-29.735505
175	7.285714	4608.03	4876.91	5067.52	5198.38	0.0019457	0.00187589	0.43027	0.322501	10809.7	11369.5	-37.133706	-40.313710	-14.759102	-30.294751
176	7.327347	5763.74	5202.42	5232.3	5210.93	0.00206305	0.00181134	0.484683	0.348584	12317	11735.6	-38.561205	-40.920662	-18.643211	-31.786464
177	7.36898	2439.08	4560.92	3776.37	5041.75	0.00247034	0.00309185	0.223326	0.324579	4069.78	10745.1	-38.253005	-38.876925	-17.509624	-30.420986
178	7.410612	7343.41	5007.94	5189.18	5205.92	0.00359569	0.00393057	0.491614	0.333849	13199.9	11627.9	-38.185844	-39.816339	-15.089394	-30.581851
179	7.452245	2713.74	4263.19	3996.01	5015.42	0.00335254	0.00212124	0.250076	0.349302	4909.57	10637.4	-41.354345	-39.171354	-31.238810	-28.753244
180	7.493878	2428.38	4789.62	3766.51	5188.77	0.00253435	0.00162396	0.220662	0.363271	4069.78	11154.2	-38.832353	-39.017822	-29.558857	-28.894187
181	7.53551	2567.12	4834.93	3867.5	5156.07	0.00360551	0.00269772	0.240866	0.37878	4306.64	11261.9	-42.021966	-40.407451	-32.543550	-30.104960
182	7.577143	2495.59	4781.84	3824.66	5270.22	0.00284727	0.00368209	0.224275	0.398276	4091.31	11304.9	-38.970844	-39.011129	-30.100906	-29.713223
183	7.618776	2483.17	4211.34	3750.74	5014.45	0.00223123	0.00301462	0.208241	0.324752	4091.31	10422.1	-39.234443	-37.407598	-30.626267	-28.723955
184	7.660408	2327.18	4459.31	3668.31	5038.1	0.00238312	0.00180877	0.20311	0.375026	3639.11	10809.7	-36.717289	-39.380292	-27.187444	-30.187965
185	7.702041	6432.77	4703.6	5178.08	5141.33	0.00417464	0.00229449	0.485654	0.347455	13199.9	11154.2	-37.175640	-40.859414	-18.235683	-30.798302
186	7.743673	7567.24	5022.43	5008.17	5185.35	0.00440145	0.00158251	0.56717	0.388652	13652.1	11520.3	-40.175604	-40.736621	-15.927538	-29.652614
187	7.785306	5054.66	5080.57	5145.14	5180.02	0.0036776	0.0017844	0.456333	0.349123	11261.9	11455.7	-37.437242	-41.372253	-15.022136	-31.953511
188	7.826939	2497.41	4893.05	3853.66	5224.5	0.00268469	0.00163133	0.226557	0.40275	4478.91	11348	-37.849890	-41.310676	-14.766890	-30.041557
189	7.868571	7465.36	5236.85	5027.09	5183.6	0.00434208	0.00198219	0.405294	0.320567	13372.1	11671	-36.700171	-40.555329	-15.172308	-30.422270
190	7.910204	7096.58	4783.19	5075.42	5189.7	0.00226546	0.00134124	0.418483	0.354679	13630.5	11391.1	-37.890167	-40.959047	-15.646464	-30.562095
191	7.951837	3660.73	5073.38	4659.52	5129.83	0.0037063	0.00203211	0.352908	0.345561	8591.75	11520.3	-36.650647	-41.232275	-19.068776	-32.201883
192	7.993469	7425.93	4909.08	5090.38	5171.61	0.0040988	0.00177936	0.491911	0.328447	13522.9	11391.1	-35.150540	-41.196056	-14.558906	-30.048799
193	8.035102	2503.95	4995.91	3791.57	5206.7	0.00464362	0.00156336	0.210875	0.369195	4371.24	11627.9	-37.488939	-40.937821	-14.514241	-30.456055
194	8.076735	2717.82	4772.19	4029.57	5156.9	0.00228809	0.00199132	0.253762	0.399855	5297.17	11175.7	-40.254142	-41.304223	-31.103803	-31.436020
195	8.118367	2765.54	4679.42	3949.83	5073.3	0.00264194	0.00251938	0.251873	0.363518	4866.5	11068.1	-39.581955	-39.511016	-31.969092	-29.931698
196	8.16	2344.69	4912.74	3685.32	5155.96	0.00296187	0.00216611	0.203452	0.379595	3746.78	11261.9	-38.069140	-40.454079	-28.589017	-30.701430
197	8.201633	5402.44	4714.83	5183.1	5153.74	0.00250363	0.00214601	0.477732	0.359831	11714.1	11197.3	-37.513180	-40.008388	-16.215395	-29.166025
198	8.243265	2416.54	4760.39	3753.33	5167.79	0.00260211	0.00161221	0.207447	0.376101	4048.24	11326.5	-37.879761	-39.376657	-28.193156	-29.235174
199	8.284898	2547.38	4963.42	3837.83	5206.34	0.00277601	0.00209866	0.229721	0.391479	4285.11	11563.3	-40.900215	-40.224429	-31.491736	-30.971126
200	8.326531	7378.75	4534.38	5065.44	5098.03	0.0038043	0.00273882	0.493785	0.344717	13307.5	11261.9	-38.786941	-38.428370	-16.744848	-27.220659
201	8.368163	2359.25	4516.31	3649.37	5067.25	0.00453894	0.00234954	0.208723	0.354654	3789.84	11068.1	-37.162094	-39.140277	-29.936167	-29.026643
202	8.409796	7608.04	5230.87	5070.74	5233.2	0.00465887	0.00247362	0.420324	0.389604	13286	11778.7	-37.686696	-41.456485	-16.427303	-29.900253
203	8.451429	6655.21	5148.58	5212.03	5334.75	0.00379322	0.00236536	0.506068	0.393737	13135.3	11907.9	-37.824079	-40.680844	-17.521969	-31.450374
204	8.493061	5952.92	5320.6	5213.31	5186.33	0.00363381	0.00222018	0.51618	0.380426	12467.7	11778.7	-39.325723	-42.275462	-19.019769	-29.236556
205	8.534694	6175.23	5046.3	5187.54	5225.83	0.00181925	0.00166294	0.438443	0.378113	12984.5	11326.5	-38.278195	-42.161214	-14.170383	-31.457340
206	8.576327	7317.41	5064.64	5085.63	5259.6	0.00245705	0.00185137	0.408983	0.335103	13264.5	11627.9	-39.485977	-40.874086	-16.024822	-30.074533
207	8.617959	2406.62	4988.37	3776.48	5157.35	0.0036317	0.0022696	0.213738	0.404406	4091.31	11455.7	-38.535945	-41.599339	-30.528601	-30.984903
208	8.659592	6586.85	5004.04	5313.21	5200.19	0.00303788	0.00201703	0.472724	0.41558	12812.3	11455.7	-38.217267	-42.124919	-15.911330	-31.592735
209	8.701224	7581	5019.42	5034.15	5176.33	0.0039266	0.00190258	0.500342	0.398644	13630.5	11369.5	-37.699238	-41.899671	-14.762965	-32.069118
210	8.742857	2272.6	4997.96	3593	5161.46	0.0040714	0.00216142	0.204856	0.352573	3725.24	11455.7	-39.581466	-40.534709	-29.901925	-32.018066
211	8.78449	2436.65	4754.4	3754.3	5136.23	0.00157358	0.00282703	0.22406	0.384367	3983.64	11348	-40.305503	-40.144776	-31.914736	-31.034745
212	8.826122	3610.86	4499.2	4646.83	5005.95	0.00244948	0.0021052	0.35111	0.314423	8979.35	11025	-39.179193	-40.034518	-14.347580	-30.483283
213	8.867755	2747.85	4500.2	3979.08	5050.23	0.00242409	0.00262676	0.25875	0.306388	4694.24	10938.9	-41.847539	-39.095792	-33.149388	-28.747881
214	8.909388	6579.63	4706.88	5193.46	5089.18	0.00312362	0.00262252	0.508367	0.343823	13286	10917.3	-39.546459	-40.807179	-18.162094	-31.134145
215	8.95102	2500.98	5069.33	3786.02	5241.85	0.00301808	0.0027177	0.229049	0.392997	4242.04	11627.9	-39.904984	-41.707151	-19.128528	-31.798425
216	8.992653	3900.45	4706.86	4744.43	5073.86	0.00193897	0.00261931	0.359423	0.386018	9173.14	11068.1	-41.767666	-41.299679	-32.548857	-33.458918
217	9.034286	6942.9	5076.73	5106.73	5217.16	0.00311758	0.00160707	0.458738	0.388955	13609	11520.3	-39.733875	-41.785800	-17.884501	-32.145451
218	9.075918	2544	5296.33	3899.09	5182.06	0.00336162	0.00180356	0.234947	0.361817	4155.91	11778.7	-40.342450	-42.338896	-30.419664	-31.470945
219	9.117551	7884.3	5131.83	4929.12	5099.3	0.00441672	0.00237741	0.50965	0.350725	13716.7	11520.3	-39.589574	-41.991997	-15.070642	-32.698533
220	9.159184	2468.98	4932.7	3835.49	5153.46	0.00459647	0.00263301	0.227791	0.421539	4328.17	11283.4	-42.104110	-43.257410	-32.769696	-33.208354
221	9.200816	2679.88	5223.39	4004.01	5204.26	0.00221077	0.00143168	0.245918	0.425191	5017.24	11627.9	-42.328628	-43.498057	-32.328300	-33.121369
222	9.242449	2597.55	5326.42	3859	5170.56	0.00172156	0.00128623	0.24246	0.435016	4306.64	11843.3	-42.513631	-42.884107	-33.325895	-31.807043
223	9.284082	2627.35	5111.82	3930.93	5227.4	0.00196008	0.00147053	0.246094	0.410541	4500.44	11649.5	-38.518547	-43.047405	-15.214738	-31.726262
224	9.325714	7307.83	5717.44	5059.61	5382.21	0.00349384	0.00230841	0.473918	0.465728	13113.7	12295.5	-38.917219	-44.790175	-13.640598	-34.516781
225	9.367347	7439.28	5081.42	5068.63	5100.79	0.00193249	0.0021175	0.467341	0.381438	13372.1	11434.1	-41.292071	-41.772831	-17.082559	-31.043178
226	9.40898	2638.63	5223.62	3770.98	5216.45	0.00293476	0.00199061	0.239069	0.408288	4220.51	11714.1	-43.231050	-42.164850	-32.842350	-33.342972
227	9.450612	2835.59	5342.14	3977.67	5179.56	0.00131672	0.00199968	0.256735	0.440757	5211.04	11606.4	-43.174090	-43.927399	-32.529187	-33.695505
228	9.492245	6905.96	5258.55	5156.23	5237.09	0.00315681	0.00171019	0.534758	0.345796	13221.4	11907.9	-40.541836	-42.613989	-18.591617	-31.977414
229	9.533878	2501.04	4808.86	3844.47	5118.69	0.00343469	0.00216065	0.234076	0.386962	4586.57	11003.5	-40.447308	-41.137933	-30.603138	-30.611318
230	9.57551	7923.36	5878.29	4930.99	5321.88	0.00369392	0.00195361	0.498063	0.390532	13458.3	12295.5	-40.548282	-43.930393	-15.961707	-32.526670
231	9.617143	2340.28	5160.69	3806.33	5099.77	0.00429424	0.00173339	0.225826	0.355507	4134.38	11520.3	-39.252933	-43.770094	-18.211566	-33.377598
232	9.658776	8135.74	5462.27	4816.93	5193.49	0.00561978	0.0018681	0.366974	0.382149	13479.8	11907.9	-39.387717	-42.816573	-14.122848	-32.459032
233	9.700408	6725.5	5288.47	5254.61	5161.51	0.00423063	0.0018213	0.539251	0.376333	13199.9	11692.5	-39.471230	-44.335335	-17.799921	-32.747137
234	9.742041	2621.83	5345.95	3829.78	5274.11	0.00262114	0.00175459	0.230109	0.394545	4414.31	11886.3	-41.753323	-41.109887	-31.570750	-30.763662
235	9.783673	7126.5	5376.04	5125.8	5156.6	0.00344809	0.00193029	0.537103	0.362524	13221.4	11800.2	-40.240269	-43.761113	-15.882699	-30.286448
236	9.825306	7901.12	5493.81	4882.94	5181.53	0.00374925	0.00152023	0.481218	0.38958	13716.7	11950.9	-39.222356	-44.406385	-14.937969	-34.373470
237	9.866939	8274.53	5419.92	4838.6	5222.81	0.00295329	0.00136474	0.427717	0.385542	13522.9	11886.3	-40.122794	-43.042472	-14.687451	-30.985904
238	9.908571	2869.05	5120.41	4149.69	5173.23	0.0042512	0.0014071	0.261436	0.406174	5921.63	11563.3	-41.137630	-43.539087	-18.339643	-33.295341
239	9.950204	2706.67	5302.87	4036.34	5161.93	0.00183635	0.00153924	0.259613	0.378729	5189.5	11671	-41.426075	-42.855374	-29.502692	-32.351719
240	9.991837	8229.72	5572.79	4834.6	5364.16	0.00421525	0.00140443	0.479992	0.440035	13501.3	12295.5	-40.886057	-42.658419	-14.303717	-30.512606
241	10.033469	2923.12	5298.36	4098.91	5214.68	0.00422745	0.00194742	0.279147	0.414542	5469.43	11671	-40.977131	-43.228621	-17.088898	-33.271056
242	10.075102	7213.06	5008.11	5053.25	5143.9	0.00444809	0.00199231	0.51769	0.357662	13350.6	11412.6	-39.784078	-41.797106	-16.855106	-31.842808
243	10.116735	6735.92	5193.87	5133.62	5236.01	0.00279159	0.00148775	0.516996	0.386423	13393.7	11671	-41.227927	-42.157768	-16.167692	-31.692291
244	10.158367	7493.01	5568.38	4967.74	5229.6	0.00183266	0.00163683	0.550836	0.411557	13436.7	12080.1	-41.635705	-43.400894	-16.999667	-33.196729
245	10.2	2873.21	5142.62	4080.22	5158.97	0.00349364	0.00144847	0.274844	0.41046	5383.3	11563.3	-42.852569	-43.091618	-33.313387	-31.750728
246	10.241633	7014.65	5014.9	5162.56	5146.02	0.00313196	0.00181081	0.529823	0.379146	13436.7	11498.7	-39.333128	-43.371523	-15.376393	-31.285467
247	10.283265	6310.33	5196.77	5198.14	5102.25	0.00273483	0.00172989	0.49761	0.374159	12489.3	11584.9	-40.615953	-43.135206	-16.466130	-33.552468
248	10.324898	7598.55	4887.71	5040.75	5159.98	0.00199456	0.002639	0.470736	0.354056	13372.1	11326.5	-41.855519	-41.255700	-17.537416	-30.811948
249	10.366531	2993.59	5384.18	4210.94	5265.2	0.00277537	0.0021923	0.286253	0.457879	6180.03	11843.3	-41.699220	-43.716797	-32.339969	-33.148911
250	10.408163	2673.15	5481.1	3987.11	5209.24	0.0021193	0.001233	0.24292	0.397988	5232.57	11929.4	-40.135441	-44.705154	-18.569339	-34.266005
251	10.449796	3360.36	5674.67	4509.6	5269.13	0.00202017	0.00109551	0.29776	0.453475	8053.42	12123.2	-41.241351	-43.165557	-18.598993	-29.966289
252	10.491429	5147.02	4795.84	5165.33	5011.27	0.00226049	0.00197496	0.458864	0.387773	11218.8	10766.6	-41.169373	-41.769866	-31.776707	-30.389485
253	10.533061	7690.57	5517.2	4956.55	5163.5	0.00462888	0.00220675	0.451528	0.38648	13458.3	11907.9	-39.058423	-43.242618	-14.632899	-34.029386
254	10.574694	8310.57	5435.1	4796.03	5244.6	0.00329887	0.00139482	0.45698	0.405689	13544.4	11886.3	-40.794020	-43.157723	-17.410195	-32.994075
255	10.616327	3496.74	4917.4	4442.82	5078.16	0.00387874	0.00184809	0.317015	0.408517	7902.69	11261.9	-43.276897	-42.117279	-33.755077	-32.552268
256	10.657959	4382.46	4944.25	4991.14	5131.68	0.00272111	0.00181998	0.377641	0.387183	10335.9	11541.8	-38.218662	-42.143641	-15.547828	-30.082300
257	10.699592	6652.06	4622.36	5219.71	5112.32	0.00241165	0.00215613	0.471273	0.348353	12898.4	10874.3	-40.692608	-41.334391	-16.579942	-32.870189
258	10.741224	8104.99	5436.17	4867.48	5123.32	0.00266123	0.00240028	0.506338	0.351706	13544.4	11778.7	-38.837583	-44.286917	-14.822752	-34.645412
259	10.782857	4377.55	5157.04	4746.52	5153.01	0.00375573	0.00149449	0.4143	0.429758	9280.81	11563.3	-40.857605	-43.036024	-19.694158	-30.362922
260	10.82449	7605.05	5151.03	5032.28	4985.92	0.00377492	0.00157602	0.498858	0.422018	13565.9	11175.7	-39.288521	-43.577311	-17.122523	-33.549174
261	10.866122	7496.11	4839.34	5097.71	4897.71	0.00251274	0.00216007	0.490993	0.405331	13221.4	10529.7	-39.186749	-42.445089	-16.532870	-28.166462
262	10.907755	6250.95	4968.96	5236.8	5092.18	0.00261993	0.00183758	0.498031	0.387176	12596.9	11175.7	-43.257221	-43.211238	-31.397472	-34.311099
263	10.949388	7381.97	4714.53	5090.87	5038.61	0.00281412	0.00192782	0.54181	0.377438	13242.9	11003.5	-38.973877	-42.046492	-17.216751	-31.956109
264	10.99102	6726.5	4884	5041.87	5167.53	0.00318485	0.00194931	0.51208	0.371336	13307.5	11326.5	-38.789134	-41.216195	-15.933329	-32.598422
265	11.032653	7351.69	5243.13	5037.69	5186.35	0.00281401	0.0019349	0.461752	0.337052	13221.4	11606.4	-39.922644	-42.267117	-15.475350	-31.342704
266	11.074286	7615.8	5207.15	4929.26	5118.1	0.00185207	0.00165487	0.499603	0.357908	13716.7	11477.2	-40.014969	-40.718086	-16.642840	-28.887566
267	11.115918	5995.56	4812.65	5193.43	4920.69	0.00269988	0.00180791	0.526951	0.382057	12338.5	10960.4	-43.932619	-40.968551	-31.594945	-30.075658
268	11.157551	3660.44	5402.41	4477.55	5206.15	0.00211825	0.00186444	0.35577	0.426312	7773.49	11821.7	-43.324904	-41.858042	-31.435593	-30.890472
269	11.199184	3603.2	4902.77	4609.14	4850.28	0.00190239	0.00261605	0.351844	0.456159	8527.15	10658.9	-44.496662	-39.817902	-33.270655	-25.667405
270	11.240816	3703.6	4692.15	4645.08	5074.04	0.00148903	0.00236818	0.353161	0.420073	9087.01	10960.4	-43.206069	-41.436956	-33.891411	-30.785570
271	11.282449	7069.88	5677.78	5027.68	5335.34	0.00344448	0.00145903	0.466363	0.406746	13479.8	12295.5	-39.640873	-42.767511	-18.257013	-32.806749
272	11.324082	3757.94	5242.57	4645.67	5246.33	0.00354854	0.00139079	0.342845	0.43911	9194.68	11714.1	-43.735971	-43.902079	-32.929386	-34.073429
273	11.365714	4487.01	5087.88	4941.85	5206.1	0.00157583	0.00207717	0.385904	0.407319	10465.1	11520.3	-40.943546	-41.907438	-17.459625	-29.672389
274	11.407347	4097.06	4985.91	4738.44	4945.27	0.00230493	0.0027299	0.383286	0.414807	9603.81	11046.5	-42.004552	-40.980154	-30.343411	-26.922732
275	11.44898	4114.37	4950.86	4872.18	4968.7	0.00245994	0.00202674	0.384102	0.43469	10056	10981.9	-42.782190	-42.795099	-34.022048	-30.955135
276	11.490612	4150.56	5314.04	4824.73	5195.65	0.00213164	0.00212152	0.364062	0.439133	10120.6	11692.5	-39.758402	-44.601762	-15.772014	-33.532197
277	11.532245	7092.1	5584.82	4972.45	5205.25	0.00403383	0.00148672	0.525985	0.42779	12984.5	11907.9	-39.174561	-43.956193	-15.194897	-34.169757
278	11.573878	7439.11	5398.16	5024.05	5163.43	0.00300944	0.00151671	0.512246	0.392228	13436.7	11843.3	-40.140404	-43.424653	-17.312293	-34.162944
279	11.61551	6835.59	5313.94	5072.96	5242.93	0.0023061	0.00131874	0.444	0.412062	13436.7	11735.6	-42.043299	-42.259567	-19.211377	-30.716291
280	11.657143	4503.84	4700.58	4935.79	4939.3	0.00298765	0.00255973	0.404309	0.38971	10702	10960.4	-44.195308	-41.130976	-32.333419	-31.401094
281	11.698776	6170.56	4617.93	5065.56	5043.6	0.00357837	0.0017038	0.514038	0.404454	12575.4	10745.1	-38.957400	-39.730010	-18.693676	-30.426245
282	11.740408	5126.35	4937.33	5020.91	5137.54	0.0033055	0.00240318	0.477021	0.425848	11326.5	11175.7	-39.329883	-42.120833	-15.986555	-29.587242
283	11.782041	7595.19	5313.48	4998.33	5168.67	0.00402272	0.00191277	0.37524	0.392228	13264.5	11671	-38.406451	-42.468255	-16.183848	-29.649781
284	11.823673	7763.65	5638.2	4984.81	5199.6	0.0026741	0.00172228	0.461872	0.40415	13372.1	11994	-41.431388	-43.094352	-17.184680	-33.215426
285	11.865306	3627.24	6130.26	4593.86	5264.67	0.00338349	0.00172137	0.326297	0.447069	9108.54	12338.5	-44.022843	-44.254354	-32.895262	-33.740860
286	11.906939	7159.4	5287.6	5097.5	4841.56	0.00301041	0.00362285	0.534322	0.444418	13759.7	10981.9	-42.780680	-39.440534	-18.251584	-26.024265
287	11.948571	3959.76	4805.54	4724.81	5148.96	0.00290005	0.00408217	0.367077	0.409337	9582.28	11132.7	-41.769824	-41.283763	-29.033679	-32.213618
288	11.990204	4086.22	4928.49	4678.39	5098.17	0.00183098	0.00195716	0.34914	0.419301	9043.95	11197.3	-41.866256	-42.722615	-32.733220	-33.429623
289	12.031837	4443.07	4785.54	4792.56	5158.63	0.00292217	0.00126855	0.369038	0.412411	10034.5	11175.7	-41.016517	-42.837740	-30.958708	-32.209901
290	12.073469	3744.61	5510.34	4603.45	5283.05	0.00348488	0.00131095	0.33327	0.444591	9000.88	11929.4	-41.712112	-42.767758	-31.289917	-33.150273
291	12.115102	8188.63	5431.37	4830.69	5239.68	0.00329618	0.00116097	0.468649	0.399477	13501.3	11843.3	-41.255111	-43.350952	-16.796277	-33.861856
292	12.156735	5184.21	4961.48	5141.63	5045.84	0.0031851	0.00155933	0.437458	0.402878	11455.7	11261.9	-42.603676	-41.166863	-20.808008	-28.411995
293	12.198367	4525.16	4745.82	4920.44	4919.03	0.00152233	0.00266442	0.393427	0.375206	10637.4	10702	-45.174932	-38.955164	-33.941789	-28.825274
294	12.24	4596.14	5254	4762.44	5241.86	0.0030849	0.00288426	0.381127	0.422001	9905.27	11800.2	-38.325530	-41.659553	-16.686391	-30.221840
295	12.281633	7218.57	5666.77	5005.47	5255.35	0.00399396	0.00165661	0.412763	0.412043	13372.1	12080.1	-37.974283	-43.167435	-15.218010	-32.314137
296	12.323265	3972.18	5357.56	4759.59	5200.11	0.00431113	0.00148662	0.339175	0.4142	9754.54	11757.1	-41.175625	-43.407886	-29.379452	-33.236205
297	12.364898	7059.68	6003.54	5037.96	5312.28	0.00399389	0.00193529	0.497426	0.461113	13544.4	12424.7	-39.928865	-43.619045	-17.849995	-32.281024
298	12.406531	7182.9	4791.05	5088.63	4759.95	0.00312526	0.00421981	0.466544	0.437024	13329.1	10206.7	-38.215100	-39.015783	-16.988211	-24.552823
299	12.448163	7514.71	5141.72	5007.97	5019.42	0.00274801	0.00316666	0.503982	0.439019	13307.5	11175.7	-39.071381	-42.956406	-16.066635	-30.283768
300	12.489796	6110.07	5571.85	5144.43	5339.25	0.00282166	0.00219549	0.493609	0.435606	12338.5	12187.8	-39.382485	-44.392970	-17.428149	-34.795677
301	12.531429	5504.7	5227.61	5161.63	5197.09	0.00222866	0.00154306	0.393049	0.375157	11907.9	11627.9	-41.745906	-42.839692	-15.855035	-33.032185
302	12.573061	7506.86	4590.06	4991.64	4701.87	0.00261318	0.00320977	0.561566	0.393066	13609	9431.54	-40.016137	-40.046950	-17.627220	-25.049080
303	12.614694	6344.16	4929.05	5091.14	5107.34	0.00254937	0.00290979	0.540775	0.43026	12640	11218.8	-42.778395	-42.466436	-29.033787	-31.746852
304	12.656327	6658.78	5144.66	5164.68	5228.78	0.00231148	0.00197574	0.542773	0.37024	13070.7	11627.9	-43.330879	-41.694264	-16.946643	-31.260302
305	12.697959	4608.24	5336.57	4694.66	5271.97	0.00241523	0.00166217	0.431394	0.453235	9043.95	11864.8	-40.094695	-43.103460	-15.957327	-30.912331
306	12.739592	7663.58	5031.37	4917.65	5120.13	0.00447745	0.00226228	0.468259	0.397416	13630.5	11369.5	-39.670355	-42.719827	-19.373822	-31.503742
307	12.781224	4479.52	4956.91	4799.99	4773.02	0.00431614	0.00334078	0.412327	0.427688	10012.9	10249.8	-39.685917	-41.732680	-17.841026	-25.886377
308	12.822857	5084.7	5321.74	4934	5227.2	0.00184697	0.00284954	0.466039	0.434158	11089.6	11778.7	-41.049840	-42.903618	-18.108063	-33.195319
309	12.86449	3357.19	4969.29	4380.47	5073.08	0.00285448	0.00230841	0.303288	0.414669	7622.75	11283.4	-40.182563	-41.059277	-15.856159	-32.325967
310	12.906122	6661.06	5240.98	5199.95	5169.34	0.00246181	0.00166754	0.522695	0.43293	12876.9	11541.8	-44.283998	-43.633537	-35.760767	-33.067058
311	12.947755	3573.81	5234.34	4605.69	5207.39	0.00193892	0.00179969	0.329788	0.398887	8850.15	11735.6	-42.987527	-44.085472	-31.727144	-31.847467
312	12.989388	6757.59	5163.72	5106.15	5172.13	0.00293917	0.00137604	0.499602	0.381333	13393.7	11649.5	-41.354918	-44.285504	-20.959563	-34.486562
