frame	time	centroid_l	centroid_r	spread_l	spread_r	flux_l	flux_r	flatness_l	flatness_r	rolloff_l	rolloff_r	rms_l	rms_r	peak_l	peak_r
3421	142.425306	2635.03	2428.86	4368.74	4113.84	0.0168655	0.0160697	0.169471	0.172962	8118.02	6610.69	-22.002630	-20.095411	-13.506553	-11.513082
3422	142.466939	2801.05	2651.02	4480.56	4190.02	0.0108307	0.0154825	0.208625	0.205575	8354.88	6287.7	-21.219756	-19.991191	-12.331873	-12.243504
3423	142.508571	2712.42	2464.75	4100.09	4293.7	0.0214152	0.0112221	0.236729	0.2069	6158.5	6955.22	-21.100523	-22.982041	-13.193968	-15.540170
3424	142.550204	2467.28	2783.28	4140	4266.99	0.0134576	0.0162525	0.221061	0.264272	6309.23	6373.83	-22.266861	-20.163787	-12.956051	-11.584966
3425	142.591837	3030.65	2402.17	4499.48	3857.92	0.0159587	0.0349395	0.219883	0.202087	8376.42	4974.17	-20.647760	-20.609796	-13.146588	-11.494535
3426	142.633469	1886.08	1774.45	3597.61	3601.72	0.0162853	0.0353071	0.123762	0.115323	3531.45	3122.31	-23.579139	-20.273625	-11.192136	-10.998678
3427	142.675102	2259.97	2208.45	3881.12	3993.78	0.015923	0.0228968	0.187863	0.177849	4715.77	5447.9	-21.247317	-18.585374	-12.458321	-11.827380
3428	142.716735	2542.38	2654.43	4239.03	3992.65	0.0224557	0.0159405	0.228616	0.231425	6459.96	4952.64	-20.887781	-21.202961	-10.668694	-13.238871
3429	142.758367	2497.59	1556.06	3983.76	3421.61	0.0226435	0.0195114	0.223744	0.141785	5426.37	1981.05	-20.513591	-19.545718	-11.023380	-12.495498
3430	142.8	3028.56	1824.32	4498.75	3583.85	0.0165735	0.0383454	0.22436	0.128084	8570.21	3380.71	-19.851553	-21.459983	-11.400264	-14.482321
3431	142.841633	2050.57	1816.24	3703.55	3574.21	0.0219131	0.0177799	0.148558	0.13519	4069.78	3617.58	-19.675164	-20.533834	-12.541230	-12.561455
3432	142.883265	3464.24	2069.14	4799.67	3831.65	0.015077	0.0137317	0.193345	0.1325	9366.94	4931.1	-20.217950	-21.953149	-10.554276	-14.780071
3433	142.924898	2332.67	2523.05	4073.61	4014.41	0.0260797	0.0123499	0.197299	0.224852	6180.03	5167.97	-18.373187	-23.341291	-10.516269	-15.125957
3434	142.966531	2643.15	2549.42	4192.19	4027.59	0.0214132	0.016116	0.212668	0.224756	6804.49	5232.57	-18.949124	-22.453585	-10.180231	-14.495778
3435	143.008163	1847.58	2260.81	3577.27	3853.63	0.0192136	0.0132553	0.14472	0.166813	3359.18	4974.17	-19.713723	-22.977225	-10.902961	-14.569466
3436	143.049796	2560.33	2390.69	4077.42	4119.6	0.0234622	0.0107996	0.221673	0.195033	5340.23	6223.1	-19.837744	-23.132640	-11.960817	-15.087153
3437	143.091429	1901.96	2555.78	3671.95	4176.23	0.0266802	0.0144388	0.133159	0.184857	3617.58	6610.69	-20.162259	-24.367387	-10.205430	-15.479980
3438	143.133061	2184.71	2523.81	3908.74	4226.94	0.0152939	0.0201104	0.146594	0.175478	5663.23	7192.09	-18.635908	-21.981926	-10.557703	-11.062477
3439	143.174694	2154.92	2855.33	3880.49	4501.46	0.0144345	0.0120342	0.160395	0.208638	5167.97	8484.08	-17.351212	-22.827831	-9.567103	-13.494478
3440	143.216327	2401.66	3129.8	3999.1	4243.27	0.0254939	0.013989	0.218386	0.271226	5103.37	5964.7	-19.264962	-23.327926	-11.603397	-14.947943
3441	143.257959	2100.75	2040.51	3788.8	3799.5	0.014189	0.0145254	0.189325	0.164992	4242.04	4306.64	-17.478147	-23.067777	-10.270011	-14.558238
3442	143.299592	2402.92	2284.98	3865.86	4038.32	0.0259922	0.0165352	0.205268	0.180174	4629.64	5986.23	-18.661724	-22.641172	-10.601801	-15.693634
3443	143.341224	1195.89	2991.4	2686.28	4072.57	0.0173068	0.0147484	0.0850671	0.258792	1485.79	5254.1	-21.868250	-24.997068	-13.884296	-19.300344
3444	143.382857	2047.37	2108.44	3873.44	3822.13	0.0246446	0.0131366	0.155694	0.177703	5318.7	4457.37	-20.058257	-23.599732	-12.445434	-14.742937
3445	143.42449	1608.48	2183.19	3217.1	3865.88	0.0182592	0.0095649	0.10675	0.157881	2347.12	5124.9	-21.580068	-22.034443	-12.825776	-15.063647
3446	143.466122	1751.72	1954.44	3416.09	3658.62	0.0143849	0.0152826	0.111752	0.133129	2734.72	4069.78	-22.506471	-25.124716	-14.165180	-15.951655
3447	143.507755	1913.38	1709.53	3503.16	3494.99	0.0115671	0.0243363	0.126346	0.118611	3294.58	2605.52	-19.357793	-18.754349	-11.958551	-11.220543
3448	143.549388	2156.55	2469.65	3672.86	4139.86	0.015187	0.0319767	0.165662	0.19379	4306.64	6481.49	-20.452698	-19.713537	-12.559885	-11.726352
3449	143.59102	1765.13	1920.76	3500.48	3629.89	0.0306827	0.0426789	0.120121	0.138601	2519.38	3768.31	-18.499907	-22.528278	-12.139488	-14.941591
3450	143.632653	1980.41	1920.72	3666.65	3622.45	0.0295926	0.0118834	0.139702	0.135749	3832.91	3854.44	-19.401627	-18.835232	-10.380459	-11.921270
3451	143.674286	1667.21	2037.59	3417.76	3741.58	0.0257798	0.0239155	0.114706	0.143496	2562.45	4198.97	-18.560753	-23.385776	-11.311611	-15.152985
3452	143.715918	1995.54	2188.46	3666.16	3860.4	0.0208941	0.024714	0.162293	0.183234	4586.57	4715.77	-19.125513	-21.400353	-11.973507	-13.157596
3453	143.757551	2061.11	1893.05	3775.81	3631.77	0.0149699	0.0269444	0.157752	0.148561	4672.71	3208.45	-20.974653	-21.043520	-12.825022	-13.152164
3454	143.799184	2786.41	1827.5	4127.95	3671.69	0.0268008	0.0178952	0.245165	0.16119	5792.43	3036.18	-22.035569	-22.399451	-14.478823	-14.889418
3455	143.840816	1857.43	1686.9	3582.19	3401.03	0.0174637	0.0106623	0.140263	0.119665	3273.05	2497.85	-23.335669	-18.144792	-15.134401	-11.387285
3456	143.882449	2533.11	1953.89	4226.9	3629.35	0.013748	0.0307798	0.164647	0.130597	7149.02	3617.58	-22.559837	-19.017525	-13.699759	-11.336853
3457	143.924082	2469.94	1510.42	4081.46	3322.9	0.0159496	0.0437507	0.164933	0.102576	6847.56	1981.05	-20.305673	-18.807405	-11.995724	-11.869571
3458	143.965714	2912.66	2381.25	4107.11	3881.91	0.017924	0.0261691	0.264081	0.207956	5340.23	4672.71	-19.580275	-19.298391	-11.263489	-12.384605
3459	144.007347	2037.79	1654.25	3669.85	3327.85	0.0207335	0.0121011	0.17944	0.14233	3897.51	2562.45	-18.065252	-20.140644	-10.497625	-13.127735
3460	144.04898	1989.03	1692.17	3656.6	3446.55	0.0152936	0.0157084	0.14454	0.124111	3682.18	2454.79	-18.525730	-21.779661	-11.615407	-15.303244
3461	144.090612	2532.71	1800.87	4235.69	3623.49	0.0167384	0.0173896	0.17002	0.122028	7213.62	3316.11	-18.336300	-19.713016	-10.017735	-12.863327
3462	144.132245	2538.23	2111.65	4101.61	3966.65	0.0188297	0.0131114	0.229114	0.183479	5641.7	4844.97	-18.658242	-21.824735	-9.780054	-11.913448
3463	144.173878	1680.09	1981.85	3421.56	3806	0.013279	0.0195036	0.136091	0.163416	2820.85	4414.31	-18.316846	-19.623635	-11.019790	-11.286445
3464	144.21551	2247.79	2281.48	4004.39	3873.8	0.0163025	0.0178713	0.191056	0.20179	5986.23	4952.64	-18.637320	-19.689117	-9.771843	-11.492982
3465	144.257143	2329.13	2436.97	4007.52	4082.63	0.0132457	0.0188438	0.209565	0.206534	5404.83	5878.56	-20.286629	-20.656929	-12.284150	-11.760550
3466	144.298776	1512.48	1915.78	3260.15	3654.6	0.0160082	0.0165026	0.116092	0.149419	2002.59	3703.71	-21.883492	-20.199416	-13.074858	-11.194548
3467	144.340408	1823.34	2110.39	3582.15	3879.38	0.014693	0.0108982	0.117387	0.13682	3186.91	5081.84	-22.259974	-21.225129	-14.688580	-13.370561
3468	144.382041	3487.49	1982.4	4681.23	3799.79	0.0213022	0.0194928	0.252796	0.154517	9302.34	4500.44	-21.444031	-20.311343	-12.907230	-11.062877
3469	144.423673	2605.22	2042.28	4146.54	3858.86	0.0094333	0.0109059	0.196175	0.161178	6696.83	4801.9	-21.603550	-17.655955	-12.981950	-10.546857
3470	144.465306	2511.9	2361.19	3960.29	4059.63	0.0162907	0.0131731	0.224347	0.209259	4909.57	5361.77	-19.274413	-21.028653	-11.442845	-13.274115
3471	144.506939	2092.58	2451.54	3868.7	3891.91	0.0124096	0.0279924	0.179327	0.208351	4651.17	4801.9	-18.068667	-20.461743	-10.653527	-12.230672
3472	144.548571	3273.29	1516	4752.96	3175.53	0.0186017	0.0338339	0.207239	0.107824	9216.21	1916.46	-17.204742	-19.646569	-7.133734	-13.091400
3473	144.590204	1846.98	1549.51	3650.64	3232.87	0.0220405	0.017936	0.132754	0.118143	3402.25	2390.19	-15.589925	-20.745475	-7.494683	-13.160036
3474	144.631837	2285.22	1866.62	3851.27	3753.07	0.0407646	0.0272903	0.201815	0.166018	4909.57	3273.05	-16.852001	-21.942422	-8.623380	-14.543818
3475	144.673469	1801.36	1896.07	3649.1	3725.19	0.0252243	0.0243151	0.139345	0.137259	3552.98	3552.98	-18.065131	-19.443815	-9.833331	-10.202999
3476	144.715102	2303.5	2131.54	3964.57	3958.71	0.0324455	0.0222114	0.204162	0.186399	5297.17	5060.3	-19.510905	-20.895652	-11.775725	-11.861265
3477	144.756735	2157.96	2092.49	3882.21	3709.27	0.0253468	0.0251777	0.177286	0.179263	4672.71	4758.84	-18.131863	-20.565335	-9.591195	-12.721118
3478	144.798367	2445.61	1747.25	4154.93	3407.09	0.0152833	0.023839	0.165812	0.118448	6933.69	2691.65	-17.177543	-20.954533	-9.027221	-12.289615
3479	144.84	1834.74	1878.21	3608.93	3683.36	0.025559	0.00945702	0.12314	0.132473	3466.85	3746.78	-18.452372	-23.785159	-10.911317	-16.231264
3480	144.881633	1620.69	2110.73	3440.61	3709.2	0.0137671	0.0153796	0.120385	0.160482	2131.79	3940.58	-16.443161	-22.598085	-8.107988	-15.269124
3481	144.923265	1861.3	1761.03	3619.65	3407.95	0.019781	0.0197641	0.132323	0.127349	3359.18	2476.32	-18.529714	-23.250698	-8.094383	-15.059539
3482	144.964898	1562.97	2024.67	3335.08	3794.12	0.0448797	0.014695	0.127166	0.155946	2196.39	4285.11	-19.000388	-22.727975	-10.037567	-13.544345
3483	145.006531	2555.31	1924.54	4058.21	3655.76	0.0504375	0.015097	0.236235	0.135171	5404.83	3703.71	-19.669379	-19.763041	-10.911380	-11.283024
3484	145.048163	1651.2	1826.52	3352.2	3633.8	0.0177617	0.0134145	0.119663	0.135121	2131.79	3531.45	-21.037472	-22.641613	-13.267996	-13.884983
3485	145.089796	1588.12	1461.45	3292.77	3248.65	0.0165199	0.0193772	0.107554	0.101277	2088.72	1787.26	-22.623446	-19.254594	-14.616648	-11.882214
3486	145.131429	2777.32	2703.37	4371.08	4013.85	0.0238524	0.0234079	0.22121	0.236894	7708.89	5254.1	-22.951277	-21.282140	-13.684111	-13.019657
3487	145.173061	3070.25	1519.58	4593.85	3179.84	0.00963287	0.0334575	0.217082	0.124454	8807.08	2067.19	-21.840199	-17.305472	-11.759372	-9.298704
3488	145.214694	2157.98	1732.87	3880.67	3486.72	0.0120445	0.0316844	0.154309	0.125489	5167.97	2777.78	-22.140679	-20.446615	-13.952243	-12.499063
3489	145.256327	2967.14	1556.64	4406.29	3434.49	0.0175827	0.0362189	0.28076	0.124748	7321.29	1894.92	-21.721932	-19.472543	-14.230915	-11.402939
3490	145.297959	2165.33	2060.13	3614.45	3936.07	0.0178191	0.0194134	0.188538	0.182213	3919.04	4844.97	-18.093836	-17.241559	-10.064255	-10.503743
3491	145.339592	1698.5	1972.71	3402.93	3603.09	0.00943014	0.0180032	0.128197	0.13228	2325.59	4909.57	-18.894780	-17.837901	-11.179673	-10.934958
3492	145.381224	1707.37	1321.78	3416.05	2987.03	0.0199963	0.0199093	0.113532	0.0885483	2411.72	1485.79	-19.183872	-19.262358	-11.736506	-10.655004
3493	145.422857	3017.32	1530.73	4665	3294.97	0.0263592	0.0189265	0.182284	0.106595	8936.28	2002.59	-16.947561	-20.131937	-9.984235	-12.589821
3494	145.46449	1635.97	1462.72	3421.87	3200.45	0.0101736	0.0143996	0.110871	0.100291	2347.12	1916.46	-18.172762	-20.530313	-8.898189	-11.842014
3495	145.506122	1955.06	1730.91	3755.56	3479.82	0.027023	0.0251568	0.140466	0.129449	4285.11	3079.25	-18.928815	-24.279482	-10.059512	-16.407084
3496	145.547755	3013.69	2027.1	4273.92	3828.2	0.0277286	0.0144252	0.283241	0.153028	6610.69	4457.37	-19.565210	-23.094261	-11.774472	-14.589475
3497	145.589388	2500.53	2999.2	4186.4	4416.3	0.0352159	0.0209162	0.226762	0.27463	6589.16	7450.49	-20.330381	-24.630038	-10.834041	-15.262916
3498	145.63102	2173.56	2496.49	4018.28	4068.66	0.0294985	0.0128631	0.172434	0.203467	5555.57	6223.1	-18.503561	-23.964582	-10.639199	-15.606395
3499	145.672653	2073.85	2195.42	3612.67	4039.25	0.0212292	0.0148936	0.176127	0.197557	4220.51	5081.84	-19.077641	-23.394467	-11.854758	-13.444639
3500	145.714286	1364.74	2359.32	3048.33	4074.18	0.0161658	0.00908399	0.0959469	0.173433	1593.46	6223.1	-20.340662	-24.274583	-11.994651	-16.808529
3501	145.755918	1625.13	3111.2	3481.93	4192.73	0.0195612	0.0136637	0.147958	0.275914	2282.52	5857.03	-18.134706	-22.115864	-9.861037	-14.069872
3502	145.797551	1992.74	1991.73	3597.84	3694.83	0.0148329	0.014451	0.133766	0.167059	4780.37	3703.71	-20.728733	-19.949436	-13.087830	-11.950796
3503	145.839184	2288.77	1879.05	4089.27	3590.23	0.0288866	0.00809965	0.161491	0.13285	6416.89	3359.18	-19.694580	-19.691058	-12.268743	-10.115722
3504	145.880816	2300.75	1879.79	4009.06	3630.62	0.0310764	0.022094	0.165872	0.125822	5986.23	3509.91	-20.005203	-21.011547	-11.219713	-12.415301
3505	145.922449	1715.19	1737.81	3469.55	3562.83	0.0206223	0.0247135	0.13473	0.136735	2885.45	3057.71	-20.464576	-21.070207	-12.831805	-13.210009
3506	145.964082	1683.84	2399	3292.22	3963.74	0.0313583	0.0284294	0.116875	0.15415	2325.59	5189.5	-19.743495	-24.538863	-9.948206	-15.871173
3507	146.005714	1661.38	1586.72	3373.3	3315.37	0.0201724	0.0205406	0.123345	0.119912	2411.72	1937.99	-20.084331	-23.240850	-12.338338	-15.188926
3508	146.047347	2840.67	2162.45	4278.04	3787.07	0.016095	0.0193598	0.260102	0.178305	6503.03	4285.11	-21.766444	-26.672159	-12.906836	-17.442995
3509	146.08898	1684.6	1921.11	3409.34	3604.91	0.0149894	0.0179654	0.151277	0.133739	2627.05	3380.71	-20.984660	-27.699702	-13.120377	-18.361456
3510	146.130612	2946.65	2321.72	4351.18	4078.06	0.0157313	0.014486	0.277628	0.201523	7256.69	6029.3	-23.357558	-26.316112	-14.200869	-15.594504
3511	146.172245	2318.35	2533.75	3869.83	4214.59	0.0118251	0.00933326	0.210668	0.20148	4586.57	6847.56	-23.940703	-26.669785	-16.173657	-17.819546
3512	146.213878	2000.03	3392.76	3728.67	4529.3	0.0136635	0.0106054	0.176466	0.313049	3445.31	7988.82	-24.042120	-23.383112	-15.201419	-12.682031
3513	146.25551	2093.22	2938	3835.49	4388.62	0.0123709	0.0142511	0.164504	0.232864	4435.84	7342.82	-26.673920	-23.282147	-16.676981	-14.632540
3514	146.297143	3052.06	2727.06	4507.99	3993.52	0.0111994	0.0120319	0.232042	0.255048	8268.75	5167.97	-27.150752	-24.820711	-17.126247	-14.540439
3515	146.338776	2706.4	1738.35	4195.96	3487.22	0.0140007	0.0201597	0.21127	0.129463	6847.56	2756.25	-22.432069	-22.770968	-15.114739	-14.836741
3516	146.380408	2581.26	1985.28	4121.23	3693.58	0.0107553	0.0107418	0.183869	0.142593	6826.03	4758.84	-23.424895	-21.746792	-15.517164	-12.972123
3517	146.422041	2545.77	1968.48	4024.34	3797.92	0.0169846	0.0169747	0.207609	0.165093	5534.03	3789.84	-21.683356	-21.369891	-13.848074	-11.545940
3518	146.463673	2168.59	1987.22	3558.94	3750.76	0.0190083	0.00909813	0.168176	0.162552	3789.84	4112.84	-20.450018	-22.365330	-13.372976	-14.489182
3519	146.505306	2534.9	2686.14	4307.84	4065.68	0.0177903	0.0175062	0.237836	0.240522	6804.49	5426.37	-21.187866	-21.583159	-14.266708	-12.766091
3520	146.546939	1497.25	1739.43	3201.25	3532.34	0.0276139	0.0231492	0.110358	0.134726	1916.46	2820.85	-22.448514	-22.880191	-13.702486	-14.548749
3521	146.588571	1851.2	2030.01	3610.92	3790.54	0.0114232	0.0222557	0.127044	0.143688	3552.98	4651.17	-19.158159	-25.630568	-11.434063	-16.687237
3522	146.630204	2689.54	2508.39	4279.88	4183.05	0.0272847	0.0138597	0.175394	0.159036	7579.69	7084.42	-20.581796	-25.396755	-12.618978	-15.597634
3523	146.671837	1879.8	2794.31	3577.74	4418.58	0.0341974	0.0128371	0.14785	0.223283	4177.44	8053.42	-20.847952	-21.482363	-12.462814	-12.983967
3524	146.713469	2394.14	2797.7	3890.98	4446.58	0.0231003	0.00906592	0.200933	0.22926	5124.9	7967.29	-20.610764	-23.334732	-11.449307	-13.756034
3525	146.755102	2747.44	3012.99	4373.84	4126.34	0.01804	0.0148147	0.184007	0.260619	7795.02	5404.83	-23.593785	-24.687151	-14.481047	-16.069385
3526	146.796735	2486.28	1829.13	4202.06	3604.74	0.00982849	0.0156759	0.168391	0.152869	7256.69	3057.71	-22.491787	-23.047949	-14.469905	-15.858563
3527	146.838367	3328.8	1949.56	4710.97	3596.57	0.0170947	0.0105981	0.223965	0.145424	9517.68	3682.18	-21.759668	-23.638206	-11.895818	-15.905922
3528	146.88	2037.57	2030.96	3726.91	3808.69	0.0165809	0.0134684	0.14538	0.14849	4306.64	4565.04	-22.910542	-20.796867	-15.816246	-13.266732
3529	146.921633	3511.49	1948.06	4637.59	3723.54	0.018717	0.0214954	0.332594	0.136736	7838.09	4242.04	-22.429239	-20.884921	-14.390350	-13.733900
3530	146.963265	2357.77	1704.79	4027.48	3524.71	0.0174586	0.0163347	0.214696	0.12665	5727.83	2820.85	-22.584708	-21.208853	-12.494502	-12.437906
3531	147.004898	2046.03	1938.72	3705.57	3635.23	0.0150725	0.0131788	0.166495	0.1584	4005.18	3703.71	-18.165822	-20.163960	-10.912629	-10.992673
3532	147.046531	3192.93	1899.33	4682.43	3617.59	0.0198474	0.0180035	0.244784	0.164142	9216.21	3359.18	-19.361168	-19.546177	-9.979385	-9.205489
3533	147.088163	1985.69	2483.46	3702.33	3926.81	0.0328695	0.0191988	0.17933	0.225423	3574.51	4801.9	-17.332390	-18.871852	-9.556880	-9.813199
3534	147.129796	1515.97	1538.49	3276.44	3253.05	0.0362903	0.0122366	0.115695	0.126021	1981.05	2110.25	-17.891074	-20.884304	-9.337583	-13.017644
3535	147.171429	1911.56	1219.45	3744.7	2962.52	0.0383571	0.0308287	0.128744	0.0821509	3962.11	1119.73	-16.291654	-19.625357	-7.810825	-12.928916
3536	147.213061	2013.31	1325.88	3668.51	3095.49	0.0290931	0.0302871	0.139599	0.0938684	4952.64	1442.72	-19.695105	-20.574589	-11.701503	-13.008181
3537	147.254694	1569.15	1474.27	3360.03	3305.2	0.0420298	0.0246494	0.115778	0.105004	2153.32	1744.19	-14.960602	-17.845717	-7.418651	-9.586249
3538	147.296327	2041.06	1797.35	3930.32	3466.25	0.0454684	0.0226782	0.143263	0.132993	5275.63	2950.05	-18.248399	-20.181743	-10.189587	-10.793314
3539	147.337959	1675.43	1805.6	3408.76	3665.23	0.0143529	0.0172922	0.136835	0.147905	2562.45	3165.38	-19.177709	-21.711103	-8.501037	-15.259303
3540	147.379592	2369.23	1722.91	4129.8	3553.08	0.0251776	0.0258158	0.164804	0.127105	6826.03	2928.52	-17.618933	-20.356861	-9.482239	-12.073796
3541	147.421224	1491.83	2086.49	3213.31	3941.57	0.0245156	0.0179312	0.105951	0.140328	1765.72	5361.77	-17.872019	-21.217854	-9.513035	-13.481085
3542	147.462857	2403.02	2345.08	4133.77	3952.99	0.025297	0.0174255	0.185028	0.167027	6718.36	5189.5	-17.829201	-21.133889	-9.361387	-12.397567
3543	147.50449	2404.92	1697.62	4056.47	3528.18	0.0183348	0.0169977	0.220445	0.134968	5770.9	2497.85	-17.993553	-20.959509	-11.338552	-13.722053
3544	147.546122	1524.43	1813.22	3239.52	3667.23	0.0208611	0.0138528	0.132332	0.165767	2196.39	3294.58	-15.837402	-21.870941	-9.531960	-13.264083
3545	147.587755	1396.17	1854.69	3039	3607	0.0300589	0.018426	0.109139	0.162707	1722.66	3574.51	-16.951439	-20.990193	-9.112149	-13.797887
3546	147.629388	1357.8	2149.35	2940.06	3874.67	0.0349	0.0201688	0.114927	0.193517	2217.92	4521.97	-16.125611	-20.761385	-9.476944	-13.747733
3547	147.67102	1128.18	1757.4	2635.49	3535.53	0.0218789	0.0215994	0.0827272	0.133374	1485.79	2476.32	-15.724423	-22.033897	-8.511424	-12.977676
3548	147.712653	1171.66	2152.11	2794.3	3787.73	0.0151292	0.015214	0.0944938	0.193987	1378.12	4263.57	-18.194722	-20.597763	-9.616490	-12.434135
3549	147.754286	1919.44	2173.81	3748.05	3862.34	0.028491	0.0217715	0.165602	0.203369	3617.58	4478.91	-16.314563	-20.713517	-8.503580	-13.569711
3550	147.795918	1651.73	1818.76	3443.25	3703.96	0.0225885	0.0234143	0.123121	0.136567	2627.05	3337.65	-18.237121	-19.746434	-11.476341	-10.702065
3551	147.837551	1127.56	1640.98	2807.72	3526.46	0.027744	0.0186447	0.0882696	0.132664	1184.33	2411.72	-18.081475	-19.214335	-10.505399	-12.137298
3552	147.879184	1632.94	1894.26	3490.83	3489.88	0.0384447	0.0139712	0.143562	0.163371	2196.39	3423.78	-16.672022	-19.624961	-8.229870	-10.893471
3553	147.920816	1990.65	1319.87	3619.96	3082.08	0.017026	0.01368	0.133331	0.0935508	4823.44	1528.86	-17.142356	-17.752149	-8.940996	-9.284382
3554	147.962449	1530.17	1436.7	3358.15	3253.92	0.0397362	0.0237157	0.105232	0.104375	1830.32	1830.32	-17.051722	-20.270472	-8.772762	-11.789783
3555	148.004082	1118.87	1656.57	2782.87	3386.21	0.0227167	0.0251334	0.0893405	0.139021	1205.86	2583.98	-20.731746	-20.094466	-14.018752	-10.304230
3556	148.045714	1407.69	2063.77	3082.97	3824.69	0.0252113	0.0222547	0.122513	0.177771	2196.39	4758.84	-22.684980	-18.867229	-13.860283	-12.560446
3557	148.087347	1775.7	2141.26	3506.35	3718.54	0.0189751	0.0160561	0.160031	0.197789	2691.65	4112.84	-20.052782	-21.106810	-13.294657	-13.494769
3558	148.12898	2687.92	1601.01	4344.83	3285.43	0.017369	0.0290777	0.188808	0.113624	7902.69	2239.45	-20.899949	-17.698795	-12.568004	-10.082808
3559	148.170612	1942.21	1995.18	3585.43	3857.8	0.0265519	0.0225451	0.168122	0.17009	3703.71	4134.38	-17.780427	-20.170789	-10.689260	-11.198525
3560	148.212245	2061.82	1258.75	3763.75	3058.87	0.030089	0.0482248	0.168505	0.103256	4371.24	1378.12	-19.354280	-18.132122	-9.080878	-9.893554
3561	148.253878	2221.94	1666.03	3837.5	3501.34	0.0242337	0.0490342	0.201861	0.130529	4457.37	2519.38	-17.263646	-21.039461	-7.477587	-13.099675
3562	148.29551	1500.29	2161.12	3349.75	3786.64	0.0232406	0.0275503	0.129711	0.192926	1830.32	4306.64	-16.671752	-18.091455	-7.488295	-9.987990
3563	148.337143	2070.22	1837.93	3768.15	3587.09	0.0297868	0.0216327	0.192697	0.157594	4242.04	3445.31	-18.813721	-21.163118	-9.980016	-13.997953
3564	148.378776	1713.94	1724.77	3543.48	3515.94	0.0347632	0.0172918	0.14239	0.134767	2863.92	2627.05	-16.723033	-20.610860	-8.085402	-12.112272
3565	148.420408	1505.12	1913.8	3204.31	3582.91	0.0410896	0.0289869	0.11071	0.148594	2433.25	3488.38	-16.025270	-19.863065	-7.450994	-11.022811
3566	148.462041	1401.2	1646.94	3143.07	3351.01	0.0447636	0.0215878	0.0893891	0.114409	1507.32	2239.45	-16.032521	-17.354527	-8.639263	-9.689906
3567	148.503673	1257.23	1560.83	2971.39	3387.68	0.0416019	0.025705	0.0856616	0.110498	1485.79	2196.39	-17.444743	-20.121198	-9.413031	-8.902990
3568	148.545306	1270.5	1485.98	2935.94	3325.47	0.0201373	0.0360135	0.100346	0.123179	1722.66	2088.72	-18.693161	-18.722490	-10.193573	-9.187068
3569	148.586939	1404.07	2022.25	3076.76	3753.37	0.0285848	0.0415089	0.107931	0.171451	1744.19	4026.71	-18.554541	-21.181898	-11.110259	-11.550914
3570	148.628571	2721.39	1847.95	4423.57	3717.1	0.0255677	0.019972	0.17972	0.135245	7859.62	3811.38	-20.094042	-17.963443	-12.739028	-10.606240
3571	148.670204	2342.94	2719.62	3848.4	4138.08	0.023704	0.0181432	0.209238	0.247756	4457.37	5490.97	-19.403086	-20.422105	-9.959224	-12.796023
3572	148.711837	1891.3	1295.51	3715.1	3095.5	0.0198252	0.0313442	0.150811	0.1001	3854.44	1378.12	-20.194610	-21.238083	-11.690930	-12.311011
3573	148.753469	2143.92	1480.72	4006.05	3248.96	0.0178748	0.0417252	0.148886	0.104053	6072.36	1808.79	-16.030070	-18.393194	-6.620868	-10.964574
3574	148.795102	1882.26	1480.25	3671.6	3282.3	0.0254884	0.0225087	0.14193	0.110639	3574.51	1873.39	-19.941113	-17.572665	-12.185272	-9.219488
3575	148.836735	2145.69	1733.59	3770.51	3388.32	0.0558764	0.0247997	0.195122	0.143955	4543.51	2605.52	-16.774270	-17.358215	-8.325548	-9.120079
3576	148.878367	1557.48	1929.51	3286.58	3720.71	0.0509728	0.0173985	0.111158	0.134716	2024.12	3854.44	-18.883306	-18.930188	-10.440774	-8.977886
3577	148.92	1468.9	1693.26	3277.23	3501.09	0.030375	0.0218453	0.110587	0.132648	1808.79	2906.98	-16.718768	-19.930252	-8.683721	-11.474266
3578	148.961633	2473.79	1365.71	4108.24	3134.18	0.020733	0.0188491	0.176678	0.103971	5749.37	1528.86	-18.842457	-20.484440	-10.642007	-12.223367
3579	149.003265	1588.94	1629.51	3441.11	3461.42	0.0366399	0.0188319	0.109714	0.119123	1981.05	2411.72	-16.938493	-18.997406	-9.117332	-12.185314
3580	149.044898	2068.79	2292.87	3884.64	3912.36	0.0311712	0.0200154	0.179884	0.203849	5017.24	5017.24	-14.772040	-19.563819	-6.102431	-10.975270
3581	149.086531	1479.49	2284.66	3163.84	3943.57	0.0340219	0.0178397	0.127742	0.208987	2325.59	4974.17	-16.055121	-19.779324	-7.919792	-11.038818
3582	149.128163	940.735	1402.43	2532.54	3221	0.0500432	0.0199292	0.0658382	0.107773	882.861	1507.32	-17.553839	-20.798686	-9.494365	-13.478041
3583	149.169796	2096.92	1455.46	3992.33	3252.85	0.0536847	0.0103534	0.160477	0.117036	5813.96	1830.32	-18.417892	-19.716983	-10.072937	-11.514807
3584	149.211429	1974.86	2007.83	3713.29	3706.99	0.021944	0.0260654	0.181689	0.183539	3789.84	3832.91	-18.977033	-20.633940	-9.575087	-11.977117
3585	149.253061	2092.16	1593.07	3917.75	3503.11	0.0277546	0.01893	0.169094	0.131211	5404.83	2024.12	-18.802531	-17.556940	-10.808980	-8.782263
3586	149.294694	2317.34	1858.45	4124.26	3743.29	0.0194399	0.0236943	0.148874	0.13315	6675.29	3703.71	-19.891738	-20.219976	-10.761968	-10.671259
